2020-02-04 08:42:55Z
Can view with text editor or Excel (tab-delimited text file). If you open in Excel, save immediately with a new name so you don't block this file being re-written by a new mission.
ID	Name	AttackingArmy	OwnerArmy	IsEnabled	MOObjectiveType	MOTriggerType	IsPrimaryTarget	PrimaryTargetWeight	Points	Destroyed	Pos.x	Pos.y	Sector	RadarEffectiveRadius	TriggerName	TriggerType	TriggerPercent	TriggerDestroyRadius	StaticPercentageRequired	StaticRemoveDelay_sec	StaticRemoveSpread_sec	Comment	HUDMessage	LOGMessage	StaticNames	StaticRemoveNames
BTarget14R	Westgate Radar	2	1	True	Radar	Trigger	False	30	4	Destroyed: False	Scouted: False	244791	262681	AX26.2.8	45000	BTarget14R	TGroundDestroyed	39	150	0	0	0		Blue destroyed Westgate Radar	Heavy damage to Westgate Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget15R	Sandwich Radar	2	1	True	Radar	Trigger	False	30	4	Destroyed: False	Scouted: False	248579	253159	AX25.3.8	45000	BTarget15R	TGroundDestroyed	50	200	0	0	0		Blue destroyed Sandwich Radar	Heavy damage to Sandwich Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget16R	Deal Radar	2	1	True	Radar	Trigger	False	30	4	Destroyed: False	Scouted: False	249454	247913	AX24.9.6	45000	BTarget16R	TGroundDestroyed	75	200	0	0	0		Blue destroyed Deal Radar	Heavy damage to Deal Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget17R	Dover Radar	2	1	True	Radar	Trigger	False	30	4	Destroyed: False	Scouted: False	246777	235751	AX23.6.7	45000	BTarget17R	TGroundDestroyed	75	200	0	0	0		Blue destroyed Dover Radar	Heavy damage to Dover Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget18R	Brookland Radar	2	1	True	Radar	Trigger	False	30	4	Destroyed: False	Scouted: False	212973	220079	AU22.1.3	45000	BTarget18R	TGroundDestroyed	75	200	0	0	0		Blue destroyed Brookland Radar	Heavy damage to Brookland Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget19R	Dungeness Radar	2	1	True	Radar	Trigger	False	30	4	Destroyed: False	Scouted: False	221278	214167	AV21.4.2	45000	BTarget19R	TGroundDestroyed	50	200	0	0	0		Blue destroyed Dungeness Radar	Heavy damage to Dungeness Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget20R	Eastbourne Radar	2	1	True	Radar	Trigger	False	10	4	Destroyed: True	Scouted: True	178778	197288	AQ19.9.2	45000	BTarget20R	TGroundDestroyed	75	200	0	0	0		Blue destroyed Eastbourne Radar	Heavy damage to Eastbourne Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget21R	Littlehampton Radar	2	1	True	Radar	Trigger	False	10	4	Destroyed: False	Scouted: False	123384	196295	AL19.5.7	45000	BTarget21R	TGroundDestroyed	76	200	0	0	0		Blue destroyed Littlehampton Radar	Heavy damage to Littlehampton Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget22R	Ventnor Radar	2	1	True	Radar	Trigger	False	10	4	Destroyed: False	Scouted: False	70423	171706	AG17.1.4	45000	BTarget22R	TGroundDestroyed	75	200	0	0	0		Blue destroyed Ventnor Radar	Heavy damage to Ventnor Radar - out of action about 0.0 days. Good job Blue!!!		
BTarget28	Radar Communications HQ	2	1	True	Radar	Trigger	False	5	6	Destroyed: False	Scouted: False	180207	288435	AR28.7.4	350000	BTarget28	TGroundDestroyed	61	200	0	0	0		Blue destroyed Radar Communications HQ	Heavy damage to Radar Communications HQ - out of action about 0.0 days. Good job Blue!!!		
BTarget23R	Radar Poole	2	1	True	Radar	Trigger	False	5	6	Destroyed: False	Scouted: False	15645	170552	AA17.2.3	45000	BTarget23R	TGroundDestroyed	75	200	0	0	0		Blue destroyed Radar Poole	Heavy damage to Radar Poole - out of action about 0.0 days. Good job Blue!!!		
RTarget28R	Oye Plage Freya Radar	1	2	True	Radar	Trigger	False	35	4	Destroyed: False	Scouted: False	294183	219444	BC21.8.7	40000	RTarget28R	TGroundDestroyed	61	50	0	0	0		Red destroyed Oye Plage Freya Radar	Heavy damage to Oye Plage Freya Radar - out of action about 0.0 days. Good job Red!!!		
RTarget29R	Coquelles Freya Radar	1	2	True	Radar	Trigger	False	35	4	Destroyed: False	Scouted: False	276566	214150	BA21.5.3	40000	RTarget29R	TGroundDestroyed	63	50	0	0	0		Red destroyed Coquelles Freya Radar	Heavy damage to Coquelles Freya Radar - out of action about 0.0 days. Good job Red!!!		
RTarget30R	Dunkirk Radar #2	1	2	True	Radar	Trigger	False	35	4	Destroyed: False	Scouted: False	341887	232695	BH23.1.8	40000	RTarget30R	TGroundDestroyed	77	100	0	0	0		Red destroyed Dunkirk Radar #2	Heavy damage to Dunkirk Radar #2 - out of action about 0.0 days. Good job Red!!!		
