 >>> BOTH ARMIES RADAR CONTACTS <<< 
p10d9467ce3f870ca0a78a9669706fa29
212921.115647384,308230.531183334,51.8259739860956,0.846518127205298,1,F,41,184,2,AV>,1,HurricaneMkI_dH5-20,496995379,
210271.126999483,297356.348033124,51.7204090065342,0.809323780534176,1,F,48,212,7,AV30,1,HurricaneMkI_100oct,-933855169,
213013.284323894,30284.2226927702,49.2878835586912,0.847812132280855,2,F,122,233,8,AV4,2,Bf-109E-1,2106326235,
176691.40042622,282359.654460418,51.5764036114723,0.340012980903914,1,F,47,212,7,AR29,1,SpitfireMkI,1022459967,
207502.989862076,40146.9545109258,49.3774085786311,0.770492839756251,2,F,222,351,16,AU5,1,Bf-109E-1,-1025907183,
206437.172148226,41034.8995288893,49.38545110396,0.755547819791359,2,F,218,351,16,AU5,1,Bf-109E-1,2106260699,
180259.363132024,35622.4948283715,49.336384721826,0.389679935241093,2,F,206,266,2,AS4,2,Bf-110C-7,2146567466,
165768.035016169,22421.5240354588,49.2162386824106,0.188296676968108,2,F,143,292,2,AQ3,2,Bf-109E-4N,-964718449,
133063.486049075,249704.397720933,51.2684785038256,-0.262443233373293,1,F,49,212,7,AN25,1,HurricaneMkI_100oct,-933855168,
59631.4694154843,261372.278252783,51.3776800523035,-1.24947521228235,2,F,344,215,9,AF27,4,Bf-109E-3,1773641576,
93179.4784999733,24884.8037104912,49.2387118013843,-0.803466499635124,2,F,89,210,4,AJ3,2,Bf-109E-1,-2113685344,
5437.40184542084,210742.811034482,50.9093754838899,-1.94853239372458,2,F,267,295,1,AA22,1,Bf-109E-1,-377646961,
66215.1968051226,222800.794564524,51.0196953231649,-1.16267721485113,1,F,315,183,1,AG23,1,SpitfireMkIa_100oct,1228785060,
65816.5803636223,221827.322058613,51.0107640326268,-1.16794304050586,2,F,264,253,2,AG23,1,Bf-109E-3,983571444,
67991.5429816419,220846.706303635,51.0017717708386,-1.13919485633014,2,F,316,272,3,AG23,2,Bf-109E-3,-582512497,
34884.4060401109,221435.924089394,51.0071743600378,-1.5722511169108,2,F,280,253,2,AD23,2,Bf-109E-1,2146370858,
41814.8358224414,217805.433936859,50.9739119355581,-1.48243163419706,2,F,323,284,2,AE22,3,Bf-109E-4N,2146501930,
