 >>> BOTH ARMIES RADAR CONTACTS <<< 
p2a26f7fb07e34f7c927718c098117d2b
212378.192307339,307614.867900747,51.8199702793998,0.838896219470626,1,F,40,180,2,AV>,~2,,496995379,
209573.887706984,296719.292576,51.7142552355471,0.799540910139103,1,B,50,210,7,AU30,~2,,-933855169,
212129.835455708,30831.3754452566,49.2928598281071,0.835409901671825,2,F,120,230,8,AV4,~2,,2106326235,
208511.777474092,41341.5375807958,49.3882278269384,0.784641316535281,2,F,220,350,16,AU5,~2,,-1025907183,
207419.218525963,42252.0987645362,49.3964713869622,0.769318064342188,2,F,220,350,16,AU5,~2,,2106260699,
180775.936448915,36690.7832089495,49.3460777479831,0.396875091431279,2,F,210,270,2,AS4,~2,,2146567466,
164994.042103549,23467.1698371369,49.225781538424,0.177566897087809,2,F,140,290,2,AQ3,~2,,-964718449,
132351.647975241,249081.381493583,51.2626713505109,-0.272188753264187,1,F,50,210,7,AN25,~2,,-933855168,
59889.5408980726,260450.190912211,51.3690184963622,-1.2460799385401,2,F,340,220,9,AF27,~5,,1773641576,
92242.8743410651,24865.7869400201,49.2385384054207,-0.816038814018974,2,F,90,210,4,AJ3,~2,,-2113685344,
6745.67025654152,210829.514918453,50.9101664407339,-1.93200745786534,2,F,270,290,1,AA22,~2,,-377646961,
66922.2043438183,221697.304192819,51.0095715041868,-1.15333414625401,2,F,290,250,2,AG23,~2,,983571444,
66794.3463436542,222218.690468058,51.0143541640615,-1.15502409698735,1,F,310,190,1,AG23,~2,,1228785060,
68787.2868405499,220028.398665806,50.9942713534853,-1.12866691044745,2,F,320,240,4,AG23,~2,,-582512497,
35992.3034168273,221237.291996006,51.0053529013699,-1.55792356951711,2,F,280,250,2,AD23,~2,,2146370858,
42575.3518944621,216793.683294961,50.9646531654132,-1.4725473823926,2,F,320,280,2,AE22,~2,,2146501930,
29191.5541725004,210368.213144101,50.9059585794725,-1.64568309795132,2,F,290,280,2,AC22,~2,,983768052,
44272.7793730515,212908.173048335,50.9291386798688,-1.45046670370769,2,F,300,280,2,AE22,~2,,983636980,
14899.7092433221,203928.945171182,50.8473136907284,-1.82859921839682,1,F,250,210,10,AB21,~2,,1404796991,
47737.0233672965,62789.2354422347,49.5817117759373,-1.40531937105412,1,F,270,200,5,AE7,~2,,-1151156791,
41935.407652711,64348.9544292172,49.5957322907661,-1.48086495370603,1,F,260,190,2,AE7,~2,,-531241963,
87507.4376598173,73136.9184531359,49.6746236468463,-0.879502866807443,1,F,60,200,2,AI8,~2,,1107434995,
89169.0959677073,195594.249296927,50.7716477972187,-0.857252776944075,2,F,10,290,2,AI20,~2,,2146436394,
46600.798230082,68580.8055741247,49.633743855416,-1.42013934450179,1,F,260,180,2,AE7,~2,,1484133186,
19153.0513272532,182075.158503013,50.6494314163729,-1.77438097688755,2,F,70,240,13,AB19,~2,,673597330,
46734.5014912072,190137.793577422,50.7222477317209,-1.41839604972673,2,F,310,280,2,AE20,~2,,601431028,
9898.36189759192,102678.465356907,49.9388626308385,-1.89210953388206,1,F,280,180,4,AA11,~2,,-854518974,
48311.0533759184,188252.404800146,50.7052017075475,-1.39782767781107,2,U,260,200,7,AE19,~2,,-2118106729,
13525.1084881635,100818.58640212,49.9222561049832,-1.84608112464845,1,F,300,180,4,AB11,~2,,-81950755,
13952.2775626126,101008.198390988,49.9239492305473,-1.84065059910711,1,F,300,180,4,AB11,~2,,1271414194,
68814.9976677967,88706.2752875168,49.8140306593014,-1.12830019148078,2,B,170,220,13,AG9,~2,,27941145,
45408.5583652765,98013.6407172425,49.8972062359589,-1.43567708147753,1,F,280,200,7,AE10,~2,,752515929,
42097.5120317042,98154.986033654,49.8984686926494,-1.47875839340212,1,F,270,200,7,AE10,~2,,752515930,
13261.8568215055,134057.923095035,50.2189303592004,-1.84942683930891,1,F,250,190,4,AB14,~2,,-1376589674,
34188.1413256482,130290.810150542,50.1852962037535,-1.58124925455139,1,F,280,210,10,AD14,~2,,-1968473254,
51830.9372506816,136102.019315439,50.2371851751386,-1.35182358304134,1,B,10,190,2,AF14,~5,,-1802207276,
140436.898207713,65024.2834408479,49.6018010779003,-0.16132340364301,1,F,240,190,4,AO7,~2,,-1621448360,
80879.7798821211,66869.5993538247,49.6183783512226,-0.968036850466762,1,F,270,190,2,AI7,~2,,805158344,
100478.834310816,71088.6920987468,49.6562513349225,-0.705263830108728,1,F,260,190,2,AK8,~2,,-421541958,
88466.2228480186,73977.5270371666,49.6821613241654,-0.866667024133895,1,F,260,190,2,AI8,~2,,1807410196,
180083.083756606,41267.9655583864,49.3875616343265,0.387224853441519,1,F,280,190,2,AS5,~2,,1693779788,
137985.559620063,81954.9256371627,49.753628422974,-0.194975936148384,1,F,270,190,4,AN9,~2,,-848880141,
137784.639765447,81732.9706985613,49.7516414903179,-0.197732698082085,1,F,280,190,4,AN9,~2,,384911406,
95655.9692804316,92697.2719509114,49.8497080209593,-0.770192458841212,1,F,280,180,2,AJ10,~2,,1917110203,
60360.8563588316,205801.285012341,50.8643483838863,-1.23987765516617,1,F,180,260,2,AG21,~2,,2117627989,
19853.851227013,173986.58160245,50.5765736795715,-1.76542973773641,2,F,110,230,13,AB18,~2,,-892552147,
96144.272931336,120248.143418424,50.0956660607379,-0.7636262916691,1,F,280,180,4,AJ13,~2,,321333772,
94573.2692104475,123183.52808135,50.1218607196935,-0.784745156334151,1,B,270,180,4,AJ13,~2,,-2017318389,
