 >>> BOTH ARMIES RADAR CONTACTS <<< 
p2a26f7fb07e34f7c927718c098117d2b
283918.959461816,209504.65087393,50.8980838381267,1.84799604817843,2,F,20,200,2,BB21,~5,,-2027964256,
286260.947671196,207437.057644001,50.879242336677,1.88111045366536,2,F,10,190,2,BB20,~2,,-1936343739,
261632.73811247,185634.146012059,50.6815487240228,1.53296024877246,2,F,40,320,16,AZ18,~2,,578525833,
250863.565279724,180649.993033142,50.636580924262,1.38086111919527,2,F,30,320,16,AY18,~2,,885058221,
249022.706286203,178133.853729519,50.6139075313719,1.35487553384627,2,F,20,320,16,AY17,~2,,960862857,
270600.273404235,186919.789258357,50.6931603257063,1.65969514003621,2,F,210,320,16,BA18,~2,,-1482507570,
266939.901871028,185446.331353921,50.6798528633335,1.60795754883751,2,F,350,320,16,AZ18,~2,,2137111139,
262309.210542469,183612.685896548,50.6633017879958,1.54251842506432,2,F,110,320,16,AZ18,~2,,-1356308771,
266310.407747121,184631.925177966,50.6725004977899,1.59906082965022,2,F,0,320,16,AZ18,~2,,-995056743,
262011.757499858,181341.067933907,50.6428114968378,1.53831553057996,2,B,0,240,15,AZ18,~2,,864521572,
256991.379215389,176275.07212917,50.5971690264443,1.46739213376968,2,F,10,320,16,AY17,~2,,72679590,
250801.003676732,173322.199230637,50.5705971074065,1.37997792446566,2,F,0,320,16,AY17,~2,,269250925,
264213.652282801,179724.57556009,50.6282397303907,1.56942921642899,2,F,350,320,16,AZ18,~2,,955593742,
257900.952955207,173296.991579413,50.5703703696887,1.48023990715049,2,F,340,320,16,AY17,~2,,-684846389,
267754.184451846,178712.945424941,50.6191242510267,1.61946631009833,2,B,0,320,16,AZ18,~2,,-1384166920,
266388.822789751,175920.594603792,50.5939779862877,1.60016906403452,2,F,30,320,16,AZ17,~2,,-1927561926,
265342.718733054,172982.890056642,50.5675452259047,1.58538491465644,2,F,210,320,16,AZ17,~2,,-275531056,
257281.874100925,168171.147661258,50.5242971200597,1.47149529283401,2,F,280,320,16,AY16,~2,,1846394632,
260192.001359373,165224.620516027,50.4978404644191,1.51260482677805,2,F,260,320,16,AZ16,~2,,-1067183413,
316783.582662642,166372.91575779,50.508148605005,2.31246930643148,1,F,100,300,16,BE16,~2,,-1204855596,
308081.961037489,47355.6440487861,49.442623644702,2.18956455240296,2,B,90,230,13,BD4,~10,,-49266462,
325546.236690995,52203.2132090141,49.4863840494826,2.43614052727469,2,F,110,230,13,BF5,~10,,-858550942,
335487.210998926,123372.791841182,50.1235497303688,2.57629277030247,2,F,90,320,17,BG12,~2,,396796037,
287063.983841505,121756.159410284,50.1091230116815,1.89246488375504,2,F,70,350,2,BB12,~2,,1227186832,
301151.542593024,116319.140568581,50.0606062003041,2.09162635345528,2,F,70,250,20,BD11,~2,,304051864,
324364.637411779,89278.9673830893,49.8191514267476,2.41947063229326,2,F,40,250,20,BF9,~2,,-858747550,
297581.078983609,72812.5521997432,49.6717146987488,2.04115701014159,2,U,120,230,13,BC7,~2,,304117400,
314146.127999921,94573.5755064014,49.8664748120092,2.27522577997461,2,F,60,240,7,BE9,~2,,707336391,
271803.42198676,136807.070697029,50.2434824523797,1.6767027598176,2,F,280,210,7,BA13,~2,,-1111661936,
